0	1.912
1	1.895
2	2.085
3	2.233
4	2.620
5	2.641
6	2.658
7	2.681
8	2.799
9	2.866
10	2.954
11	2.862
12	2.714
13	2.713
14	2.941
15	3.127
16	3.192
17	3.305
18	3.192
19	3.206
20	3.250
21	3.229
22	3.527
23	3.350
24	3.292
25	3.309
26	3.205
27	3.276
28	3.452
29	3.427
30	3.580
31	3.432
32	3.426
33	3.489
34	3.273
35	3.382
36	3.395
37	3.591
38	3.653
39	3.435
40	3.616
41	3.592
42	3.567
43	3.540
44	3.538
45	3.544
46	3.699
47	3.785
48	3.813
49	3.736
50	3.777
51	3.801
52	3.663
53	3.387
54	3.606
55	3.501
56	3.521
57	3.624
58	3.569
59	3.592
60	3.643
61	3.588
62	3.702
63	3.742
64	3.708
65	3.683
66	3.601
67	3.494
68	3.613
69	3.628
70	3.553
71	3.661
72	3.564
73	3.507
74	3.431
75	3.550
76	3.471
77	3.548
78	3.645
79	3.648
80	3.683
81	3.627
82	3.666
83	3.667
84	3.563
85	3.720
86	3.687
87	3.760
88	3.834
89	3.676
90	3.778
91	3.767
92	3.620
93	3.618
94	3.641
95	3.581
96	3.592
97	3.786
98	3.814
99	3.823
100	3.755
101	3.858
102	3.871
103	3.808
104	3.786
105	3.787
106	3.736
107	3.755
108	3.752
109	3.779
110	3.914
111	3.940
112	3.973
113	3.856
114	3.742
115	3.706
116	3.750
117	3.870
118	3.787
119	3.926
120	3.897
121	3.781
122	4.030
123	4.098
124	4.161
125	4.039
126	4.048
127	4.026
128	4.160
129	4.196
130	4.245
131	4.244
132	3.950
133	3.952
134	4.050
135	3.918
136	3.999
137	3.918
138	3.953
139	3.896
140	3.958
141	3.974
142	3.957
143	3.844
144	4.127
145	4.048
146	3.975
147	4.053
148	4.035
149	4.029
150	4.001
151	4.021
152	3.878
153	3.849
154	3.799
155	3.709
156	3.658
157	3.805
158	3.672
159	3.691
160	3.777
161	3.932
162	3.798
163	3.468
164	3.706
165	3.741
166	3.646
167	3.645
168	3.748
169	3.538
170	3.618
171	3.444
172	3.523
173	3.375
174	3.517
175	3.482
176	3.532
177	3.464
178	3.308
179	3.466
180	3.533
181	3.590
182	3.489
183	3.426
184	3.481
185	3.547
186	3.652
187	3.670
188	3.681
189	3.729
190	3.586
191	3.709
192	3.439
193	3.412
194	3.560
195	3.530
196	3.424
197	3.520
198	3.575
199	3.594
200	3.675
201	3.610
202	3.535
203	3.552
204	3.509
205	3.554
206	3.531
207	3.630
208	3.543
209	3.638
210	3.689
211	3.674
212	3.625
213	3.707
214	3.692
215	3.637
216	3.657
217	3.523
218	3.472
219	3.444
220	3.594
221	3.366
222	3.483
223	3.499
224	3.712
225	3.730
226	3.680
227	3.465
228	3.640
229	3.605
230	3.617
231	3.681
232	3.541
233	3.527
234	3.581
235	3.825
236	3.680
237	3.655
238	3.724
239	3.575
240	3.589
241	3.681
242	3.612
243	3.488
244	3.644
245	3.639
246	3.498
247	3.553
248	3.538
249	3.551
250	3.547
251	3.473
252	3.687
253	3.654
254	3.649
255	3.582
256	3.597
257	3.646
258	3.649
259	3.641
260	3.662
261	3.606
262	3.739
263	3.556
264	3.610
265	3.695
266	3.637
267	3.655
268	3.638
269	3.542
270	3.531
271	3.481
272	3.543
273	3.696
274	3.751
275	3.478
276	3.602
277	3.624
278	3.664
279	3.753
280	3.607
281	3.643
282	3.583
283	3.621
284	3.708
285	3.478
286	3.570
287	3.438
288	3.439
289	3.578
290	3.573
291	3.560
292	3.467
293	3.445
294	3.497
295	3.400
296	3.315
297	3.274
298	3.421
299	3.391
