1.996	-2833.992
2.161	-3011.654
2.139	-3030.069
2.327	-3071.981
2.355	-3131.328
2.423	-3136.993
2.509	-3151.364
2.588	-3116.891
2.629	-3138.645
2.571	-3149.966
2.570	-3086.897
2.494	-3129.645
2.627	-3140.664
2.609	-3092.838
2.595	-3142.029
2.589	-3125.257
2.533	-3199.293
2.574	-3192.775
2.457	-3211.177
2.502	-3195.689
2.458	-3207.598
2.439	-3169.470
2.481	-3187.152
2.519	-3210.225
2.556	-3129.376
2.588	-3247.719
2.596	-3220.273
2.511	-3235.774
2.492	-3219.896
2.644	-3268.267
2.662	-3256.953
2.602	-3259.229
2.564	-3256.641
2.553	-3250.304
2.569	-3219.465
2.567	-3234.012
2.620	-3216.800
2.647	-3249.165
2.561	-3264.309
2.505	-3301.013
2.542	-3309.116
2.500	-3311.624
2.499	-3283.839
2.532	-3314.562
2.598	-3294.258
2.568	-3284.305
2.581	-3274.754
2.567	-3337.863
2.593	-3302.072
2.591	-3287.376
2.627	-3298.145
2.634	-3299.093
2.710	-3322.623
2.698	-3274.981
2.618	-3247.742
2.617	-3263.232
2.655	-3255.331
2.742	-3301.786
2.636	-3288.034
2.604	-3283.138
2.584	-3319.887
2.597	-3310.697
2.636	-3307.230
2.672	-3298.359
2.520	-3309.676
2.592	-3296.599
2.604	-3290.430
2.664	-3283.820
2.644	-3269.081
2.580	-3314.096
2.551	-3256.063
2.507	-3321.561
2.535	-3291.944
2.543	-3326.257
2.621	-3309.830
2.627	-3313.891
2.663	-3351.045
2.627	-3339.020
2.687	-3346.850
2.635	-3321.470
2.553	-3295.953
2.440	-3270.929
2.544	-3282.204
2.465	-3294.593
2.496	-3294.769
2.553	-3257.963
2.634	-3312.596
2.552	-3307.884
2.515	-3286.125
2.452	-3327.358
2.446	-3243.998
2.510	-3274.598
2.494	-3303.285
2.537	-3292.924
2.499	-3260.170
2.438	-3249.729
2.498	-3313.540
2.563	-3286.417
2.507	-3307.718
2.513	-3283.468
2.480	-3271.011
2.524	-3308.523
2.472	-3316.931
2.499	-3275.086
2.513	-3325.236
2.466	-3266.378
2.506	-3265.585
2.556	-3280.421
2.490	-3268.133
2.488	-3278.143
2.431	-3285.805
2.439	-3283.513
2.472	-3311.402
2.551	-3295.601
2.586	-3296.440
2.634	-3277.561
2.573	-3305.771
2.470	-3325.131
2.545	-3312.489
2.566	-3343.156
2.524	-3322.381
2.599	-3289.081
2.634	-3300.812
2.595	-3326.159
2.653	-3316.732
2.634	-3321.379
2.633	-3297.906
2.691	-3328.137
2.727	-3305.251
2.590	-3289.986
2.657	-3297.513
2.675	-3296.483
2.678	-3319.381
2.706	-3337.501
2.681	-3343.083
2.614	-3306.705
2.690	-3319.578
2.696	-3318.614
2.663	-3337.375
2.677	-3299.179
2.576	-3278.822
2.696	-3305.061
2.626	-3286.752
2.641	-3301.700
2.660	-3291.742
2.657	-3309.895
2.689	-3334.391
2.672	-3325.858
2.618	-3310.054
2.688	-3336.649
2.658	-3313.952
2.685	-3332.641
2.650	-3352.010
2.677	-3324.416
2.661	-3302.400
2.730	-3315.550
2.722	-3330.665
2.711	-3321.189
2.677	-3333.545
2.648	-3319.053
2.614	-3310.637
2.681	-3306.718
2.737	-3354.772
2.755	-3328.258
2.711	-3341.932
2.787	-3356.191
2.738	-3344.831
2.730	-3344.218
2.648	-3301.040
2.680	-3335.469
2.690	-3304.408
2.756	-3304.564
2.724	-3336.619
2.740	-3337.130
2.715	-3347.917
2.722	-3367.042
2.708	-3349.183
2.704	-3351.273
2.726	-3304.186
2.695	-3301.974
2.659	-3317.453
2.707	-3316.720
2.735	-3318.398
2.799	-3258.199
2.763	-3341.872
2.762	-3303.688
2.789	-3332.568
2.783	-3346.011
2.882	-3344.415
2.809	-3359.176
2.900	-3338.588
2.897	-3331.414
2.897	-3306.727
2.816	-3346.170
2.796	-3363.329
2.830	-3330.526
2.801	-3358.368
2.862	-3346.165
2.918	-3328.835
2.780	-3308.530
