1.912	-1591.463
1.895	-1638.964
2.085	-1633.243
2.233	-1707.141
2.620	-1645.018
2.641	-1674.700
2.658	-1711.358
2.681	-1730.564
2.799	-1744.186
2.866	-1734.591
2.954	-1736.522
2.862	-1765.783
2.714	-1721.512
2.713	-1755.736
2.941	-1762.054
3.127	-1736.424
3.192	-1763.480
3.305	-1762.450
3.192	-1766.483
3.206	-1821.467
3.250	-1780.029
3.229	-1755.706
3.527	-1810.998
3.350	-1781.192
3.292	-1770.479
3.309	-1742.198
3.205	-1812.545
3.276	-1786.892
3.452	-1825.451
3.427	-1809.370
3.580	-1824.680
3.432	-1840.825
3.426	-1824.667
3.489	-1811.964
3.273	-1804.671
3.382	-1820.115
3.395	-1844.928
3.591	-1827.010
3.653	-1827.290
3.435	-1834.602
3.616	-1850.279
3.592	-1883.779
3.567	-1859.169
3.540	-1850.625
3.538	-1835.182
3.544	-1875.900
3.699	-1855.638
3.785	-1874.578
3.813	-1873.338
3.736	-1874.023
3.777	-1876.085
3.801	-1830.623
3.663	-1852.758
3.387	-1833.495
3.606	-1881.928
3.501	-1879.917
3.521	-1871.244
3.624	-1906.424
3.569	-1908.713
3.592	-1889.673
3.643	-1884.207
3.588	-1904.201
3.702	-1876.078
3.742	-1848.971
3.708	-1862.710
3.683	-1884.287
3.601	-1889.857
3.494	-1889.232
3.613	-1858.405
3.628	-1871.981
3.553	-1870.227
3.661	-1883.971
3.564	-1886.624
3.507	-1867.293
3.431	-1878.649
3.550	-1900.175
3.471	-1882.098
3.548	-1861.079
3.645	-1909.634
3.648	-1872.985
3.683	-1874.626
3.627	-1892.976
3.666	-1901.782
3.667	-1867.259
3.563	-1846.825
3.720	-1871.967
3.687	-1899.048
3.760	-1887.079
3.834	-1865.802
3.676	-1871.054
3.778	-1866.501
3.767	-1860.181
3.620	-1858.201
3.618	-1867.407
3.641	-1863.202
3.581	-1885.574
3.592	-1877.811
3.786	-1856.730
3.814	-1849.753
3.823	-1868.236
3.755	-1877.330
3.858	-1882.118
3.871	-1875.935
3.808	-1835.805
3.786	-1876.025
3.787	-1879.605
3.736	-1850.214
3.755	-1827.816
3.752	-1861.514
3.779	-1897.969
3.914	-1916.768
3.940	-1905.180
3.973	-1907.607
3.856	-1898.744
3.742	-1900.392
3.706	-1895.910
3.750	-1880.916
3.870	-1856.833
3.787	-1836.678
3.926	-1905.556
3.897	-1881.487
3.781	-1884.892
4.030	-1888.184
4.098	-1907.617
4.161	-1931.482
4.039	-1913.609
4.048	-1926.627
4.026	-1896.381
4.160	-1903.287
4.196	-1905.432
4.245	-1898.022
4.244	-1898.531
3.950	-1888.309
3.952	-1880.700
4.050	-1890.283
3.918	-1903.160
3.999	-1908.453
3.918	-1891.617
3.953	-1880.393
3.896	-1902.477
3.958	-1914.878
3.974	-1904.006
3.957	-1892.851
3.844	-1911.024
4.127	-1923.090
4.048	-1893.622
3.975	-1901.377
4.053	-1933.051
4.035	-1938.523
4.029	-1926.731
4.001	-1898.492
4.021	-1874.412
3.878	-1904.807
3.849	-1872.281
3.799	-1880.790
3.709	-1895.926
3.658	-1889.756
3.805	-1913.149
3.672	-1924.441
3.691	-1877.551
3.777	-1886.356
3.932	-1882.221
3.798	-1905.375
3.468	-1905.551
3.706	-1916.218
3.741	-1891.383
3.646	-1935.539
3.645	-1958.545
3.748	-1918.188
3.538	-1899.224
3.618	-1932.729
3.444	-1915.038
3.523	-1963.995
3.375	-1951.596
3.517	-1972.648
3.482	-1930.919
3.532	-1915.097
3.464	-1921.152
3.308	-1912.212
3.466	-1931.293
3.533	-1970.009
3.590	-1939.551
3.489	-1970.010
3.426	-1957.375
3.481	-1971.113
3.547	-1978.716
3.652	-1968.830
3.670	-1945.636
3.681	-1955.804
3.729	-1942.131
3.586	-1951.804
3.709	-1966.235
3.439	-1961.340
3.412	-1985.914
3.560	-1952.562
3.530	-1963.671
3.424	-1925.903
3.520	-1938.590
3.575	-1968.333
3.594	-1962.228
3.675	-1965.794
3.610	-1977.567
3.535	-1985.063
3.552	-1970.508
3.509	-1972.482
3.554	-1970.638
3.531	-1937.068
3.630	-1931.472
3.543	-1964.319
3.638	-1936.604
3.689	-1970.575
3.674	-1945.398
3.625	-1948.268
3.707	-1934.786
3.692	-1945.896
3.637	-1938.098
3.657	-1945.729
3.523	-1943.002
3.472	-1941.426
3.444	-1941.842
3.594	-1906.475
3.366	-1922.034
3.483	-1943.430
3.499	-1968.750
3.712	-1935.510
3.730	-1971.448
3.680	-1954.655
3.465	-1941.715
3.640	-1939.450
3.605	-1943.155
3.617	-1903.290
3.681	-1921.779
3.541	-1929.724
3.527	-1965.203
3.581	-1940.821
3.825	-1970.567
3.680	-1929.781
3.655	-1969.255
3.724	-1952.106
3.575	-1952.244
3.589	-1957.283
3.681	-1914.696
3.612	-1962.686
3.488	-1937.321
3.644	-1977.267
3.639	-1965.626
3.498	-1972.026
3.553	-1964.778
3.538	-1989.045
3.551	-1972.414
3.547	-1944.287
3.473	-1948.341
3.687	-1971.682
3.654	-1997.879
3.649	-1970.018
3.582	-1972.122
3.597	-1963.913
3.646	-1945.894
3.649	-1927.129
3.641	-1977.176
3.662	-1964.949
3.606	-1951.263
3.739	-1946.486
3.556	-1950.700
3.610	-1975.301
3.695	-1941.063
3.637	-1980.876
3.655	-1949.940
3.638	-1973.302
3.542	-1958.481
3.531	-1946.048
3.481	-1953.282
3.543	-1957.486
3.696	-1949.643
3.751	-1954.656
3.478	-1974.347
3.602	-1962.169
3.624	-1969.784
3.664	-1947.631
3.753	-1963.966
3.607	-1954.152
3.643	-1962.822
3.583	-1955.700
3.621	-1975.310
3.708	-1916.249
3.478	-1976.319
3.570	-1982.156
3.438	-1956.454
3.439	-1923.250
3.578	-1917.705
3.573	-1932.497
3.560	-1960.236
3.467	-1955.012
3.445	-1970.828
3.497	-1937.990
3.400	-1958.576
3.315	-1971.294
3.274	-1940.843
3.421	-1930.970
3.391	-1951.022
